"cim10","c_type","cma","lib_long","libelle","parent","type"
O830,1,1,Accouchement (unique) avec extraction par le siège,,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O831,1,1,Autres accouchements (uniques) par le siège (avec assistance),,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O832,1,1,Autres accouchements (uniques) avec l aide de manipulations,,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O833,1,1,Accouchement d un foetus viable après grossesse abdominale,,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O834,1,1,Intervention destructrice lors d un accouchement,,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O838,1,1,"Autres accouchements (uniques) précisés, avec assistance",,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O839,1,1,"Accouchement (unique) avec assistance, sans précision",,O83,Diagnostic interdit en DP et DR - Autorisé ailleurs
O84,3,0,Accouchements multiples,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O840,1,1,"Accouchements multiples, tous spontanés",,O84,Diagnostic interdit en DP et DR - Autorisé ailleurs
O841,1,1,"Accouchements multiples, tous avec forceps et ventouse",,O84,Diagnostic interdit en DP et DR - Autorisé ailleurs
O842,1,1,"Accouchements multiples, tous par césarienne",,O84,Diagnostic interdit en DP et DR - Autorisé ailleurs
O848,1,1,Autres accouchements multiples,,O84,Diagnostic interdit en DP et DR - Autorisé ailleurs
O849,1,1,"Accouchements multiples, sans précision",,O84,Diagnostic interdit en DP et DR - Autorisé ailleurs
O85,0,1,Septicémie puerpérale,,,Pas de restriction particulière (valeur par défaut).
O86,3,0,Autres infections puerpérales,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O860,0,1,Infection d une plaie d origine obstétricale chirurgicale,,O86,Pas de restriction particulière (valeur par défaut).
O861,0,1,"Autres infections des voies génitales, après accouchement",,O86,Pas de restriction particulière (valeur par défaut).
O862,0,1,"Infection des voies urinaires, après accouchement",,O86,Pas de restriction particulière (valeur par défaut).
O863,0,1,"Autres infections des voies génito-urinaires, après accouchement",,O86,Pas de restriction particulière (valeur par défaut).
O864,0,1,"Hyperthermie (d origine inconnue), après accouchement",,O86,Pas de restriction particulière (valeur par défaut).
O868,0,1,Autres infections puerpérales précisées,,O86,Pas de restriction particulière (valeur par défaut).
O87,3,0,Complications veineuses au cours de la puerpéralité,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O870,0,2,Thrombophlébite superficielle au cours de la puerpéralité,,O87,Pas de restriction particulière (valeur par défaut).
O871,0,2,Phlébothrombose profonde au cours de la puerpéralité,,O87,Pas de restriction particulière (valeur par défaut).
O872,0,2,Hémorroïdes au cours de la puerpéralité,,O87,Pas de restriction particulière (valeur par défaut).
O873,0,2,Thrombose veineuse cérébrale au cours de la puerpéralité,,O87,Pas de restriction particulière (valeur par défaut).
O878,0,2,Autres complications veineuses au cours de la puerpéralité,,O87,Pas de restriction particulière (valeur par défaut).
O879,0,2,"Complication veineuse au cours de la puerpéralité, sans précision",,O87,Pas de restriction particulière (valeur par défaut).
O88,3,0,Embolie obstétricale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O880,0,2,Embolie gazeuse obstétricale,,O88,Pas de restriction particulière (valeur par défaut).
O881,0,2,Embolie amniotique,,O88,Pas de restriction particulière (valeur par défaut).
O882,0,2,Embolie obstétricale (par caillot sanguin),,O88,Pas de restriction particulière (valeur par défaut).
O883,0,2,"Embolie pyohémique et septique, obstétricale",,O88,Pas de restriction particulière (valeur par défaut).
O888,0,2,Autres embolies obstétricales,,O88,Pas de restriction particulière (valeur par défaut).
O89,3,0,Complications de l anesthésie au cours de la puerpéralité,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O890,0,1,Complications pulmonaires de l anesthésie au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O891,0,1,Complications cardiaques de l anesthésie au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O892,0,1,Complications intéressant le système nerveux central dues à une anesthésie au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O893,0,1,Réaction toxique à une anesthésie locale au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O894,0,1,Céphalée provoquée par une rachianesthésie et une anesthésie épidurale au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O895,0,1,Autres complications d une rachianesthésie et d une anesthésie épidurale au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O896,0,1,Échec ou difficulté d intubation au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O898,0,1,Autres complications de l anesthésie au cours de la puerpéralité,,O89,Pas de restriction particulière (valeur par défaut).
O899,0,1,"Complication de l anesthésie au cours de la puerpéralité, sans précision",,O89,Pas de restriction particulière (valeur par défaut).
O90,3,0,"Complications puerpérales, non classées ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O900,0,1,Rupture d une suture de césarienne,,O90,Pas de restriction particulière (valeur par défaut).
O901,0,1,Rupture d une suture obstétricale du périnée,,O90,Pas de restriction particulière (valeur par défaut).
O902,0,1,Hématome d une plaie obstétricale,,O90,Pas de restriction particulière (valeur par défaut).
O903,0,1,Myocardiopathie au cours de la puerpéralité,,O90,Pas de restriction particulière (valeur par défaut).
O904,0,1,Insuffisance rénale aiguë du post-partum,,O90,Pas de restriction particulière (valeur par défaut).
O905,0,1,Thyroïdite du post-partum,,O90,Pas de restriction particulière (valeur par défaut).
S0250,0,1,Fracture fermée dentaire,,S025,Pas de restriction particulière (valeur par défaut).
O908,0,1,"Autres complications puerpérales, non classées ailleurs",,O90,Pas de restriction particulière (valeur par défaut).
O909,0,1,"Complication puerpérale, sans précision",,O90,Pas de restriction particulière (valeur par défaut).
O91,3,0,Infections mammaires associées à l accouchement,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O910,0,1,Infection du mamelon associée à l accouchement,,O91,Pas de restriction particulière (valeur par défaut).
O911,0,1,Abcès du sein associé à l accouchement,,O91,Pas de restriction particulière (valeur par défaut).
O912,0,1,Mastite (non purulente) associée à l accouchement,,O91,Pas de restriction particulière (valeur par défaut).
O92,3,0,Autres mastopathies et anomalies de la lactation associées à l accouchement,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O920,0,1,Invagination du mamelon associée à l accouchement,,O92,Pas de restriction particulière (valeur par défaut).
O921,0,1,Crevasses du mamelon associées à l accouchement,,O92,Pas de restriction particulière (valeur par défaut).
O922,0,1,"Mastopathies associées à l accouchement, autres et sans précision",,O92,Pas de restriction particulière (valeur par défaut).
O923,0,1,Agalactie,,O92,Pas de restriction particulière (valeur par défaut).
O924,0,1,Hypogalactie,,O92,Pas de restriction particulière (valeur par défaut).
O925,0,1,Suppression de la lactation,,O92,Pas de restriction particulière (valeur par défaut).
O926,0,1,Galactorrhée,,O92,Pas de restriction particulière (valeur par défaut).
O927,0,1,"Anomalies de la lactation, autres et sans précision",,O92,Pas de restriction particulière (valeur par défaut).
O94,1,1,"Séquelles de complications de la grossesse, de l accouchement et de la puerpéralité",,,Diagnostic interdit en DP et DR - Autorisé ailleurs
O95,0,1,Mort d origine obstétricale de cause non précisée,,,Pas de restriction particulière (valeur par défaut).
O96,0,1,"Mort d origine obstétricale, survenant plus de 42 jours mais moins d un an après l accouchement",,,Pas de restriction particulière (valeur par défaut).
O97,0,1,Mort de séquelles relevant directement d une cause obstétricale,,,Pas de restriction particulière (valeur par défaut).
O98,3,0,"Maladies infectieuses et parasitaires de la mère classées ailleurs mais compliquant la grossesse, l accouchement et la puerpéralité",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O980,0,1,"Tuberculose compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O981,0,1,"Syphilis compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O982,0,1,"Gonococcie compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O983,0,1,"Autres maladies dont le mode de transmission est essentiellement sexuel, compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O984,0,1,"Hépatite virale compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O985,0,1,"Autres maladies virales compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O986,0,1,"Maladies à protozoaires compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O988,0,1,"Autres maladies infectieuses et parasitaires de la mère compliquant la grossesse, l accouchement et la puerpéralité",,O98,Pas de restriction particulière (valeur par défaut).
O989,0,1,"Maladie infectieuse ou parasitaire de la mère compliquant la grossesse, l accouchement et la puerpéralité, sans précision",,O98,Pas de restriction particulière (valeur par défaut).
O99,3,0,"Autres maladies de la mère classées ailleurs mais compliquant la grossesse, l accouchement et la puerpéralité",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
O990,0,1,"Anémie compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O991,0,1,"Autres maladies du sang et des organes hématopoïétiques et certaines anomalies du système immunitaire compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O992,0,1,"Maladies endocriniennes, nutritionnelles et métaboliques compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O993,0,1,"Troubles mentaux et maladies du système nerveux compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O994,0,1,"Maladies de l appareil circulatoire compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O995,0,1,"Maladies de l appareil respiratoire compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O996,0,1,"Maladies de l appareil digestif compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O997,0,1,"Maladies de la peau et du tissu cellulaire sous-cutané compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
O998,0,1,"Autres maladies et affections précisées compliquant la grossesse, l accouchement et la puerpéralité",,O99,Pas de restriction particulière (valeur par défaut).
P00,3,0,"Foetus et nouveau-né affectés par des affections maternelles, éventuellement sans rapport avec la grossesse actuelle",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P000,0,2,Foetus et nouveau-né affectés par des troubles hypertensifs de la mère,,P00,Pas de restriction particulière (valeur par défaut).
P001,0,2,Foetus et nouveau-né affectés par des maladies rénales et des voies urinaires de la mère,,P00,Pas de restriction particulière (valeur par défaut).
P238,0,1,Pneumopathie congénitale due à d autres micro-organismes,,P23,Pas de restriction particulière (valeur par défaut).
P002,0,2,Foetus et nouveau-né affectés par des maladies infectieuses et parasitaires de la mère,,P00,Pas de restriction particulière (valeur par défaut).
P003,0,2,Foetus et nouveau-né affectés par d autres maladies circulatoires et respiratoires de la mère,,P00,Pas de restriction particulière (valeur par défaut).
P004,0,2,Foetus et nouveau-né affectés par des troubles nutritionnels de la mère,,P00,Pas de restriction particulière (valeur par défaut).
P005,0,2,Foetus et nouveau-né affectés par un traumatisme de la mère,,P00,Pas de restriction particulière (valeur par défaut).
P006,0,2,Foetus et nouveau-né affectés par une intervention chirurgicale chez la mère,,P00,Pas de restriction particulière (valeur par défaut).
P007,0,2,"Foetus et nouveau-né affectés par d autres interventions médicales chez la mère, non classées ailleurs",,P00,Pas de restriction particulière (valeur par défaut).
P008,0,2,Foetus et nouveau-né affectés par d autres affections maternelles,,P00,Pas de restriction particulière (valeur par défaut).
P009,0,2,"Foetus et nouveau-né affectés par une affection maternelle, sans précision",,P00,Pas de restriction particulière (valeur par défaut).
P01,3,0,Foetus et nouveau-né affectés par les complications de la grossesse chez la mère,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P010,0,1,Foetus et nouveau-né affectés par la béance du col,,P01,Pas de restriction particulière (valeur par défaut).
P011,0,1,Foetus et nouveau-né affectés par la rupture prématurée des membranes,,P01,Pas de restriction particulière (valeur par défaut).
P012,0,1,Foetus et nouveau-né affectés par un oligoamnios,,P01,Pas de restriction particulière (valeur par défaut).
P013,0,1,Foetus et nouveau-né affectés par un hydramnios,,P01,Pas de restriction particulière (valeur par défaut).
P014,0,1,Foetus et nouveau-né affectés par une grossesse extra-utérine,,P01,Pas de restriction particulière (valeur par défaut).
P015,0,1,Foetus et nouveau-né affectés par une grossesse multiple,,P01,Pas de restriction particulière (valeur par défaut).
P016,0,1,Foetus et nouveau-né affectés par la mort de la mère,,P01,Pas de restriction particulière (valeur par défaut).
P017,0,1,Foetus et nouveau-né affectés par une présentation anormale avant le travail,,P01,Pas de restriction particulière (valeur par défaut).
P018,0,1,Foetus et nouveau-né affectés par d autres complications de la grossesse chez la mère,,P01,Pas de restriction particulière (valeur par défaut).
P019,0,1,"Foetus et nouveau-né affectés par une complication de la grossesse chez la mère, sans précision",,P01,Pas de restriction particulière (valeur par défaut).
P02,3,0,"Foetus et nouveau-né affectés par des complications concernant le placenta, le cordon ombilical et les membranes",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P020,0,2,Foetus et nouveau-né affectés par placenta praevia,,P02,Pas de restriction particulière (valeur par défaut).
P021,0,2,Foetus et nouveau-né affectés par d autres formes de décollement et d hémorragie placentaires,,P02,Pas de restriction particulière (valeur par défaut).
P022,0,2,"Foetus et nouveau-né affectés par des anomalies morphologiques et fonctionnelles du placenta, autres et sans précision",,P02,Pas de restriction particulière (valeur par défaut).
P023,0,2,Foetus et nouveau-né affectés par des syndromes de transfusion placentaire,,P02,Pas de restriction particulière (valeur par défaut).
P024,0,2,Foetus et nouveau-né affectés par une insertion vélamenteuse du cordon ombilical,,P02,Pas de restriction particulière (valeur par défaut).
P025,0,2,Foetus et nouveau-né affectés par d autres formes de compression du cordon ombilical,,P02,Pas de restriction particulière (valeur par défaut).
P026,0,2,"Foetus et nouveau-né affectés par des affections du cordon ombilical, autres et sans précision",,P02,Pas de restriction particulière (valeur par défaut).
P027,0,2,Foetus et nouveau-né affectés par une chorio-amniotite,,P02,Pas de restriction particulière (valeur par défaut).
P028,0,2,Foetus et nouveau-né affectés par d autres anomalies des membranes,,P02,Pas de restriction particulière (valeur par défaut).
P029,0,2,"Foetus et nouveau-né affectés par une anomalie des membranes, sans précision",,P02,Pas de restriction particulière (valeur par défaut).
P03,3,0,Foetus et nouveau-né affectés par d autres complications du travail et de l accouchement,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P030,0,2,Foetus et nouveau-né affectés par un accouchement et une extraction par le siège,,P03,Pas de restriction particulière (valeur par défaut).
P031,0,2,Foetus et nouveau-né affectés par d autres présentations et positions vicieuses du foetus et disproportions foeto-pelviennes au cours du travail et de l accouchement,,P03,Pas de restriction particulière (valeur par défaut).
P032,0,2,Foetus et nouveau-né affectés par un accouchement par forceps,,P03,Pas de restriction particulière (valeur par défaut).
P033,0,2,Foetus et nouveau-né affectés par un accouchement par extracteur pneumatique [ventouse],,P03,Pas de restriction particulière (valeur par défaut).
P034,0,2,Foetus et nouveau-né affectés par un accouchement par césarienne,,P03,Pas de restriction particulière (valeur par défaut).
P035,0,2,Foetus et nouveau-né affectés par un accouchement précipité,,P03,Pas de restriction particulière (valeur par défaut).
P036,0,2,Foetus et nouveau-né affectés par des contractions anormales de l utérus,,P03,Pas de restriction particulière (valeur par défaut).
P038,0,2,Foetus et nouveau-né affectés par d autres complications précisées du travail et de l accouchement,,P03,Pas de restriction particulière (valeur par défaut).
P039,0,2,"Foetus et nouveau-né affectés par une complication du travail et de l accouchement, sans précision",,P03,Pas de restriction particulière (valeur par défaut).
P04,3,0,Foetus et nouveau-né affectés par des effets nocifs transmis par voie transplacentaire ou par le lait maternel,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P040,0,2,"Foetus et nouveau-né affectés par une anesthésie et par une analgésie de la mère, au cours de la grossesse, du travail et de l accouchement",,P04,Pas de restriction particulière (valeur par défaut).
P041,0,2,Foetus et nouveau-né affectés par d autres médicaments absorbés par la mère,,P04,Pas de restriction particulière (valeur par défaut).
P042,0,2,Foetus et nouveau-né affectés par le tabagisme de la mère,,P04,Pas de restriction particulière (valeur par défaut).
P043,0,2,Foetus et nouveau-né affectés par l alcoolisme de la mère,,P04,Pas de restriction particulière (valeur par défaut).
P044,0,2,Foetus et nouveau-né affectés par toxicomanie de la mère,,P04,Pas de restriction particulière (valeur par défaut).
P045,0,2,Foetus et nouveau-né affectés par une utilisation par la mère de substances chimiques nutritionnelles,,P04,Pas de restriction particulière (valeur par défaut).
P046,0,2,Foetus et nouveau-né affectés par l exposition de la mère à des substances chimiques de l environnement,,P04,Pas de restriction particulière (valeur par défaut).
P048,0,2,Foetus et nouveau-né affectés par d autres effets nocifs maternels,,P04,Pas de restriction particulière (valeur par défaut).
P049,0,2,"Foetus et nouveau-né affectés par un effet nocif maternel, sans précision",,P04,Pas de restriction particulière (valeur par défaut).
P05,3,0,Retard de croissance et malnutrition du foetus,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P050,0,3,Faible poids pour l âge gestationnel,,P05,Pas de restriction particulière (valeur par défaut).
P051,0,3,Petite taille pour l âge gestationnel,,P05,Pas de restriction particulière (valeur par défaut).
P052,0,3,"Malnutrition du foetus, sans mention de léger ou petit pour l âge gestationnel",,P05,Pas de restriction particulière (valeur par défaut).
P059,0,3,"Croissance lente du foetus, sans précision",,P05,Pas de restriction particulière (valeur par défaut).
P07,3,0,"Anomalies liées à une brièveté de la gestation et un poids insuffisant à la naissance, non classés ailleurs",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P070,0,2,Poids extrêmement faible à la naissance,,P07,Pas de restriction particulière (valeur par défaut).
P071,0,2,Autres poids faibles à la naissance,,P07,Pas de restriction particulière (valeur par défaut).
P072,0,2,Immaturité extrême,,P07,Pas de restriction particulière (valeur par défaut).
P073,0,2,Autres enfants nés avant terme,,P07,Pas de restriction particulière (valeur par défaut).
P08,3,0,Anomalies liées à une gestation prolongée et un poids élevé à la naissance,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P080,0,2,Enfant exceptionnellement gros,,P08,Pas de restriction particulière (valeur par défaut).
P081,0,2,Autres enfants gros pour l âge gestationnel,,P08,Pas de restriction particulière (valeur par défaut).
P082,0,2,"Enfant né après terme, qui n est pas gros pour l âge gestationnel",,P08,Pas de restriction particulière (valeur par défaut).
P10,3,0,Déchirure et hémorragie intracrâniennes dues à un traumatisme obstétrical,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P100,0,1,Hémorragie sous-durale due à un traumatisme obstétrical,,P10,Pas de restriction particulière (valeur par défaut).
P101,0,1,Hémorragie cérébrale due à un traumatisme obstétrical,,P10,Pas de restriction particulière (valeur par défaut).
P102,0,1,Hémorragie intraventriculaire due à un traumatisme obstétrical,,P10,Pas de restriction particulière (valeur par défaut).
P103,0,1,Hémorragie sous-arachnoïdienne due à un traumatisme obstétrical,,P10,Pas de restriction particulière (valeur par défaut).
P104,0,1,Déchirure de la tente du cervelet due à un traumatisme obstétrical,,P10,Pas de restriction particulière (valeur par défaut).
P108,0,1,Autres déchirures et hémorragies intracrâniennes dues à un traumatisme obstétrical,,P10,Pas de restriction particulière (valeur par défaut).
P109,0,1,"Déchirure et hémorragie intracrâniennes non précisées, dues à un traumatisme obstétrical",,P10,Pas de restriction particulière (valeur par défaut).
P11,3,0,Autres lésions du système nerveux central dues à un traumatisme obstétrical,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P110,0,1,Oedème cérébral dû à un traumatisme obstétrical,,P11,Pas de restriction particulière (valeur par défaut).
P111,0,1,"Autres lésions cérébrales précisées, dues à un traumatisme obstétrical",,P11,Pas de restriction particulière (valeur par défaut).
P112,0,1,"Lésion cérébrale non précisée, due à un traumatisme obstétrical",,P11,Pas de restriction particulière (valeur par défaut).
P113,0,1,Lésion du nerf facial due à un traumatisme obstétrical,,P11,Pas de restriction particulière (valeur par défaut).
P114,0,1,Lésion des autres nerfs crâniens due à un traumatisme obstétrical,,P11,Pas de restriction particulière (valeur par défaut).
P115,0,1,Lésion du rachis et de la moelle épinière due à un traumatisme obstétrical,,P11,Pas de restriction particulière (valeur par défaut).
P119,0,1,"Lésion du système nerveux central due à un traumatisme obstétrical, sans précision",,P11,Pas de restriction particulière (valeur par défaut).
P12,3,0,Lésion du cuir chevelu due à un traumatisme obstétrical,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P120,0,2,Céphalhématome dû à un traumatisme obstétrical,,P12,Pas de restriction particulière (valeur par défaut).
P121,0,2,Hématome en chignon dû à un traumatisme obstétrical,,P12,Pas de restriction particulière (valeur par défaut).
P122,0,2,Hémorragie épicrânienne sous-aponévrotique due à un traumatisme obstétrical,,P12,Pas de restriction particulière (valeur par défaut).
P123,0,2,Meurtrissure du cuir chevelu due à un traumatisme obstétrical,,P12,Pas de restriction particulière (valeur par défaut).
P124,0,2,Lésion du cuir chevelu liée à une surveillance électronique continue (obstétricale),,P12,Pas de restriction particulière (valeur par défaut).
P128,0,2,Autres lésions du cuir chevelu dues à un traumatisme obstétrical,,P12,Pas de restriction particulière (valeur par défaut).
P239,0,1,"Pneumopathie congénitale, sans précision",,P23,Pas de restriction particulière (valeur par défaut).
P129,0,2,"Lésion du cuir chevelu due à un traumatisme obstétrical, sans précision",,P12,Pas de restriction particulière (valeur par défaut).
P13,3,0,Lésion du squelette due à un traumatisme obstétrical,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P130,0,1,Fracture du crâne due à un traumatisme obstétrical,,P13,Pas de restriction particulière (valeur par défaut).
P131,0,1,Autres lésions du crâne dues à un traumatisme obstétrical,,P13,Pas de restriction particulière (valeur par défaut).
P132,0,1,Lésion du fémur due à un traumatisme obstétrical,,P13,Pas de restriction particulière (valeur par défaut).
P133,0,1,Lésion d autres os longs due à un traumatisme obstétrical,,P13,Pas de restriction particulière (valeur par défaut).
P134,0,1,Fracture de la clavicule due à un traumatisme obstétrical,,P13,Pas de restriction particulière (valeur par défaut).
P138,0,1,Lésions d autres parties du squelette dues à un traumatisme obstétrical,,P13,Pas de restriction particulière (valeur par défaut).
P139,0,1,"Lésion du squelette due à un traumatisme obstétrical, sans précision",,P13,Pas de restriction particulière (valeur par défaut).
P509,0,2,"Perte de sang foetal, sans précision",,P50,Pas de restriction particulière (valeur par défaut).
P14,3,0,Lésion du système nerveux périphérique due à un traumatisme obstétrical,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P140,0,1,Paralysie de Duchenne-Erb due à un traumatisme obstétrical,,P14,Pas de restriction particulière (valeur par défaut).
P141,0,1,Paralysie de Dejerine-Klumpke due à un traumatisme obstétrical,,P14,Pas de restriction particulière (valeur par défaut).
P142,0,1,Paralysie du nerf phrénique due à un traumatisme obstétrical,,P14,Pas de restriction particulière (valeur par défaut).
P143,0,1,Autres lésions du plexus brachial dues à un traumatisme obstétrical,,P14,Pas de restriction particulière (valeur par défaut).
P148,0,1,Lésions d autres parties du système nerveux périphérique dues à un traumatisme obstétrical,,P14,Pas de restriction particulière (valeur par défaut).
P149,0,1,"Lésion du système nerveux périphérique due à un traumatisme obstétrical, sans précision",,P14,Pas de restriction particulière (valeur par défaut).
P15,3,0,Autres traumatismes obstétricaux,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P150,0,1,Traumatisme obstétrical du foie,,P15,Pas de restriction particulière (valeur par défaut).
P151,0,1,Traumatisme obstétrical de la rate,,P15,Pas de restriction particulière (valeur par défaut).
P152,0,1,Lésion sterno-cléido-mastoïdienne due à un traumatisme obstétrical,,P15,Pas de restriction particulière (valeur par défaut).
P153,0,1,Lésion de l oeil due à un traumatisme obstétrical,,P15,Pas de restriction particulière (valeur par défaut).
P154,0,1,Lésion faciale due à un traumatisme obstétrical,,P15,Pas de restriction particulière (valeur par défaut).
P155,0,1,Lésion des organes génitaux externes due à un traumatisme obstétrical,,P15,Pas de restriction particulière (valeur par défaut).
P156,0,1,Adiponécrose sous-cutanée due à un traumatisme obstétrical,,P15,Pas de restriction particulière (valeur par défaut).
P158,0,1,Autres traumatismes obstétricaux précisés,,P15,Pas de restriction particulière (valeur par défaut).
P159,0,1,"Traumatisme obstétrical, sans précision",,P15,Pas de restriction particulière (valeur par défaut).
P20,3,0,Hypoxie intra-utérine,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P200,0,1,Hypoxie intra-utérine constatée pour la première fois avant le début du travail,,P20,Pas de restriction particulière (valeur par défaut).
P201,0,1,Hypoxie intra-utérine constatée pour la première fois pendant le travail et l accouchement,,P20,Pas de restriction particulière (valeur par défaut).
P209,0,1,"Hypoxie intra-utérine, sans précision",,P20,Pas de restriction particulière (valeur par défaut).
P21,3,0,Asphyxie obstétricale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P210,0,4,Asphyxie obstétricale grave,,P21,Pas de restriction particulière (valeur par défaut).
P211,0,4,Asphyxie obstétricale légère ou modérée,,P21,Pas de restriction particulière (valeur par défaut).
P219,0,4,"Asphyxie obstétricale, sans précision",,P21,Pas de restriction particulière (valeur par défaut).
P22,3,0,Détresse respiratoire du nouveau-né,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P220,0,4,Syndrome de détresse respiratoire du nouveau-né,,P22,Pas de restriction particulière (valeur par défaut).
P221,0,4,Tachypnée transitoire du nouveau-né,,P22,Pas de restriction particulière (valeur par défaut).
P228,0,4,Autres détresses respiratoires du nouveau-né,,P22,Pas de restriction particulière (valeur par défaut).
P229,0,4,"Détresse respiratoire du nouveau-né, sans précision",,P22,Pas de restriction particulière (valeur par défaut).
P23,3,0,Pneumopathie congénitale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P230,0,1,Pneumopathie congénitale due à un agent viral,,P23,Pas de restriction particulière (valeur par défaut).
P231,0,1,Pneumopathie congénitale à Chlamydia,,P23,Pas de restriction particulière (valeur par défaut).
P232,0,1,Pneumopathie congénitale à staphylocoques,,P23,Pas de restriction particulière (valeur par défaut).
P233,0,1,"Pneumopathie congénitale à streptocoques, groupe B",,P23,Pas de restriction particulière (valeur par défaut).
P234,0,1,Pneumopathie congénitale à Escherichia coli,,P23,Pas de restriction particulière (valeur par défaut).
P235,0,1,Pneumopathie congénitale à Pseudomonas,,P23,Pas de restriction particulière (valeur par défaut).
P236,0,1,Pneumopathie congénitale due à d autres agents bactériens,,P23,Pas de restriction particulière (valeur par défaut).
Q660,0,1,Pied bot varus équin,,Q66,Pas de restriction particulière (valeur par défaut).
P24,3,0,Syndromes néonatals d aspiration,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
